ID,age,CourseID,program,code
SYD1  20,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics,  Math(3U), other Science,no  intend major in physics ",
SYD1  21,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(4U) , no intend major in physics ",
SYD1  22,17,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(4U) , intend major: in physics only",
SYD1  23,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(4U) , intend major: not sure",
SYD1  24,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Math(4U) , intend major: not sure",
SYD1  25,17,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Math(3U, 4U) ,no  intend major in physics ",
SYD1  26,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(3U, 4U) , intend major: /",
SYD1  27,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(4U) , intend major: in physics and math",
SYD1  28,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(4U) , no intend major in physics ",
SYD1  29,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(2U, 3U) , intend major: in physics only",
SYD1  30,17,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Math(3U, 4U) , intend major: not sure",
SYD1  31,38,syd,"Physics level:  1st year Advanced , Subjekts:/ , intend major: /",
SYD1  32,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(4U) , intend major: in physics and chemitry",
SYD1  33,18,syd,"Physics level:  1st year Advanced , Subjekts:/ , intend major: not sure",
SYD1  34,18,syd,"Physics level:  1st year Advanced , Subjekts:other , no intend major  in physics ",
SYD1  35,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(4U) , no intend major in physics ",
SYD1  36,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(3U), other Science , intend major: in physics only",
SYD1  37,20,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(2U, 3U, 4U), other Science , intend major: in physics only",
SYD1  38,21,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(3U) , no intend major in physics ",
SYD1  39,19,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(3U, 4U) , intend major: in physics only",
SYD1  40,18,syd,"Physics level: 1st year Advanced , Subjekts:Physics, Chemistry, Math(2U,3U) , intend major: in physics only",
SYD1  41,18,syd,"Physics level:  / , Subjekts:/ , intend major: /",
SYD1  42,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(3U) , no  intend major: in physics ",
SYD1  43,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(4U) , intend major: in physics and ?",
SYD1  44,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Math(4U) , intend major: in physics and math",
SYD1  45,19,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math( 3U) , intend major: in physics and ?",
SYD1  46,17,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(4U) ,no intend major in physics ",
SYD1  47,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(4U) , intend major: in physics and chemistry (maybe)",
SYD1  48,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(4U) , intend major: in physics and math",
SYD1  49,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(3U), other Science , intend major: /",
SYD1  50,17,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(2U), otherScience , intend major: in physics and Geology/Enviroment Science",
SYD1  51,18,syd,"Physics level:  1st year Advanced , Subjekts:Physics, Chemistry, Math(4U) , intend major: not sure",
GBR 01,19,gbr,"2nd year undergraduate, Bachelor, two or more majors with one being physics",BA 2
GBR 02,28,gbr,"2nd year undergraduate, Bachelor, but not majortimg in physics but taking some physics courses, major:math",SP
GBR 03,24,gbr,"3rd year undergraduate, Bachelor-physics major",BA 3
GBR 04,28,gbr,"3rd year undergraduate, Bachelor-physics major",BA 3
GBR 05,24,gbr,"2nd year undergraduate, Bachelor, two or more majors with one being physics",BA 2
GBR 06,19,gbr,"2nd year undergraduate, Bachelor-physics major",BA 2
GBR 07,24,gbr,"2nd year undergraduate, Bachelor-physics major",BA 2
GBR 08,28,gbr,"B.S.  Physics, PhD Nanoscience",
GBR 09,29,gbr,"1st year graduagte, PhD Nanoscince",
GBR 10,21,gbr,"3rd year undergraduate, Bachelor-physics major",BA 3
GBR 11,23,gbr,"4th year undergraduate, Bachelor-physics major",BA 4
GBR 12,NA,gbr,"4th year undergraduate, Bachelor-physics major",BA 4
GBR 13,21,gbr,"4th year undergraduate, Bachelor-physics major",BA 4
MLA 01,18,mla,Ba not major: Biochemistry 2nd,SP
MLA 02,18,mla,Ba not major: Biochemistry 2nd,SP
MLA 03,17,mla,Ba not major: Biochemistry 2nd,SP
MLA 04,18,mla,Ba not major: Chemistry 2nd,SP
MLA 05,18,mla,Ba physics major 2nd,BA 2
MLA 06,20,mla,Other: Biochemistry 2nd,SP
MLA 07,19,mla,Ba not major: Biochemistry 2nd,SP
MLA 08,18,mla,Ba not major: Biochemistry 2nd,SP
MLA 09,19,mla,Ba not major: Biochemistry 2nd,SP
MLA 10,18,mla,Ba physics major 2nd,BA 2
MLA 11,NA,mla,Ba not major:,SP
MLA 12,20,mla,Ba not major: Biochemistry 4th,SP
MLA 13,20,mla,Ba not major: Biochemistry 3rd,SP
MLA 14,18,mla,Ba not major: Biochemistry 2nd,SP
MLA 15,18,mla,Ba not major: Biochemistry 2nd,SP
MLA 16,20,mla,Ba not major:  2nd,SP
MLA 17,19,mla,Ba not major: Biochemistry 2nd,SP
MLA 18,20,mla,Ba not major: Biochemistry 2nd,SP
MLA 19,20,mla,Ba not major: Pre-Med Physics 2nd,SP
MLA 20,19,mla,Ba not major: Biochemistry 3rd,SP
MLA 21,17,mla,Ba not major: Biochemistry 2nd,SP
MLA 22,20,mla,Ba not major: Chemistry 2nd,SP
MLA 23,18,mla,Ba two or more majors with one being physics,BA 2
MLA 24,19,mla,Ba physics major 2nd,BA 2
MLA 25,19,mla,Ba physics major 3rd,BA 3
MLA 26,20,mla,Ba physics major 3rd,BA 3
MLA 27,21,mla,Ba physics major 4th,BA 4
MLA 28,19,mla,Ba physics major 3rd,BA 3
MLA 29,17,mla,Ba physics major 2nd,BA 2
MLA 30,20,mla,Ba physics major 3rd,BA 3
MLA 31,21,mla,Ba physics major 3rd,BA 3
MLA 32,21,mla,Ba physics major 3rd,BA 3
MLA 33,20,mla,"Ba physics major, 2nd year undergraduate",BA 2
MLA 34,20,mla,"Ba physics major, 3rd year undergraduate",BA 3
MLA 35,20,mla,"Ba physics major, 3rd year undergraduate",BA 3
MLA 36,32,mla,"Master physics , 1st year undergraduate",MP
MLA 37,23,mla,"Other: master of science in teaching physics, 1st year graduate",MP
MLA 38,23,mla,"Other: master of science in teaching, major in physics, 1st year graduate",MP
MLA 39,19,mla,"Ba: two or more majors with one being physics: Education, 3rd year undergraduate",BA 3
MLA 40,19,mla,"Ba physics major, 3rd year undergraduate",BA 3
MLA 41,19,mla,"Ba physics major, 3rd year undergraduate",BA 3
MLA 42,21,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 43,19,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 44,19,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 45,22,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 46,19,mla,"Ba physics major, 3rd year undergraduate",BA 3
MLA 47,18,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 48,18,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 49,18,mla,"Ba: two or more majors with one being physics: Education, 3rd year undergraduate",BA 3
MLA 50,19,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 51,19,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 52,18,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 53,19,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 54,18,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 55,18,mla,"Ba physics major, 3rd year undergraduate",BA 3
MLA 56,19,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 57,19,mla,"Ba physics major, 3rd year undergraduate",BA 3
MLA 58,18,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 59,18,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 60,19,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 61,19,mla,"Ba: two or more majors with one being physics: Education, 3rd year undergraduate",BA 3
MLA 62,19,mla,"Ba: two or more majors with one being physics: Education, 3rd year undergraduate",BA 3
MLA 63,19,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
MLA 64,18,mla,"Ba: two or more majors with one being physics, 3rd year undergraduate",BA 3
LIN 01,26,lin,Basar,SP
LIN 02,20,lin,"1 grundutbildning, Other: Basar ",SP
LIN 03,21,lin,Basar,SP
LIN 04,21,lin,"0 basarsutbildning, Other: Tekniskt Naturvetenskapligt basar",SP
LIN 05,21,lin,"0 basarsutbildning, Other: basar",SP
LIN 06,19,lin,Basar,SP
LIN 07,21,lin,Tekniskt basar,SP
LIN 08,23,lin,"0 grundutbildning, Other: Basar ",SP
LIN 09,25,lin,"1 Basar, Other: Civ ing materal ?",SP
LIN 10,25,lin,Other: Basaret Naturvetenskapligt/ Tekniskt,SP
LIN 11,23,lin,Other: Basar,SP
LIN 12,24,lin,"Other: Basar, naturteknisat ",SP
LIN 13,21,lin,Other: Basar,SP
LIN 14,22,lin,Fysik B Other: Basar ,SP
LIN 15,20,lin,Tekniskt basar,SP
LIN 16,22,lin,Tekniskt basar,SP
LIN 17,22,lin,"1 grundutbildning, Other: Basar ",SP
LIN 18,23,lin,"1 grundutbildning, Other: Basar ",SP
LIN 19,20,lin,"1 grundutbildning, Other: Basar ",SP
LIN 20,20,lin,"1 grundutbildning, Other: Basar ",SP
LIN 21,22,lin,Tekniskt basar,SP
LIN 22,20,lin,Other: Tekniskt basar,SP
LIN 23,23,lin,"Other: Basar, Fysik A B",SP
LIN 24,24,lin,Other: Basar,SP
LIN 25,21,lin,Other: Basar,SP
LIN 26,23,lin,"Other: Tekniskt basar, fysik B",SP
LIN 27,19,lin,"Other: NA-basar, 2K ett grund",SP
LIN 28,19,lin,"Other: Basar, Fysik A B",SP
LIN 29,21,lin,"Other: Naturvetenskopligt Basar, Fysik A B",SP
LIN 30,18,lin,"Other: Basar, Fysik B",SP
LIN 31,26,lin,Other:Basar,SP
LIN 32,22,lin,Other:Basar,SP
LIN 33,21,lin,"Other:Basar, Fysik B",SP
LIN 34,22,lin,Other: Basar,SP
LIN 35,26,lin,Other: Basar,SP
LIN 36,22,lin,Other: Tekniskt Basar,SP
LIN 37,24,lin,Other: Basar Fysik A,SP
LIN 38,23,lin,Other: Basar Tekniskt-naturvetenskapligt,SP
LIN 39,25,lin,Other: Basar,SP
LIN 40,20,lin,Other: Basar,SP
LIN A 1,26,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 2,32,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 3,30,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 4,21,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 5,21,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 6,23,lin,"2 grundutbildning,Other: sjukhusfysiker programmet ",SP
LIN A 7,22,lin,"2 grundutbildning, Ba not major, ",SP
LIN A 8,24,lin,"2 grundutbildning, Ba not major, ",SP
LIN A 9,28,lin,"2 grundutbildning, Ba not major, ",SP
LIN A 10,22,lin,"2 grundutbildning, Ba not major, ",SP
LIN A 11,24,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 12,22,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 13,21,lin,"2 grundutbildning, Ba not major, ",SP
LIN A 14,20,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 15,20,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 16,23,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 17,21,lin,"2 grundutbildning, Other: sjukhusfysiker, ",SP
LIN A 18,21,lin,"2 grundutbildning, Ba not major, ",SP
LIN A 19,25,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 20,21,lin,"2 grundutbildning, Other: sjukhusfysiker, ",SP
LIN A 21,20,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 22,21,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 23,19,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 24,21,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 25,29,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN A 26,20,lin,"1 grundutbildning, Other: Mathe",SP
LIN A 27,20,lin,"2 grundutbildning, Ba physics major, ",BA 2
LIN B non 1,24,lin,"2nd year, Master physics major",MP
LIN B non 2,24,lin,"1st year, Master physics major",MP
LIN B non 3,23,lin,"1st year, Master physics major",MP
LIN B 1,26,lin,"2nd year, Master physics major",MP
LIN B 2,26,lin,"1st year, Master physics major",MP
LIN B 3,22,lin,"1st year, Master physics major",MP
LIN D 01,22,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 02,19,lin,"1 grundutbuildning, Ba major physics",BA 1 
LIN D 03,19,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 04,22,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 05,22,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 06,21,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 07,20,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 08,23,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 09,20,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 10,21,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 11,22,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 12,20,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 13,20,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 14,19,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 15,23,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 16,20,lin,"1 grundutbuildning, Other: sjukhusfysik",SP
LIN D 17,19,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 18,20,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 19,19,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 20,20,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 21,19,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 22,19,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 23,19,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 24,19,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN D 25,19,lin,"1 grundutbuildning, Ba major physics",BA 1
LIN C 01,20,lin,"2 grundutbuildning, Ba major physics",BA 2
LIN C 02,20,lin,"2 grundutbuildning, Ba major physics",BA 2
LIN C 03,31,lin,"2 grundutbuildning, Other: sjukhusfysikprogrammet",SP
LIN C 04,20,lin,"2 grundutbuildning, Ba non major: astronomi",SP
LIN C 05,20,lin,"2 grundutbuildning, Ba major physics",BA 2
LIN C 06,20,lin,"2 grundutbuildning, Other: sjukhusfysik",SP
LIN C 07,20,lin,"2 grundutbuildning, Ba major physics",BA 2
LIN C 08,25,lin,"2 grundutbuildning, Ba major physics",BA 2
LIN C 09,20,lin,"2 grundutbuildning, Ba major physics",BA 2
LIN C 10,22,lin,"2 grundutbuildning, Ba major physics",BA 2
LIN E 01,22,lin,"Other: Natural Sciences, Foundation year ",SP
LIN E 02,27,lin,"Other: Natural Sciences, Foundation year ",SP
LIN E 03,21,lin,"Other: Natural Sciences, Foundation year ",SP
LIN E 04,25,lin,"Other: Natural Sciences, Foundation year ",SP
LIN E 05,22,lin,"Other: Natural Sciences, Foundation year ",SP
LIN E 06,23,lin,"Other: Natural Sciences, Foundation year ",SP
LIN E 07,19,lin,"Other: Natural Sciences, Foundation year ",SP
LIN E 08,21,lin,"Other: Natural Sciences, Foundation year ",SP
LIN E 9,20,lin,"Other: Natural Sciences, Foundation year",SP
LIN E 10,19,lin,"Other: Natural Sciences, Foundation year",SP
LIN E 11,20,lin,"Other: Natural Sciences, Foundation year",SP
LIN E 12,19,lin,"Other: Natural Sciences, Foundation year",SP
LIN E 13,23,lin,"Other: Natural Sciences, Foundation year",SP
RUT 001,22,rut,1st year physics,BA1
RUT 002,21,rut,3rd year physics,BA3
RUT 003,22,rut,1st year physics,BA1
RUT 004,22,rut,1st year physics,BA1
RUT 005,22,rut,1st year physics,BA1
RUT 006,21,rut,4rd year physics,BA4
RUT 007,22,rut,1st year physics,BA1
RUT 008,22,rut,1st year physics,BA1
RUT 009,20,rut,3rd year physics,BA3
RUT 010,22,rut,1st year physics,BA1
RUT 011,22,rut,4th year physics,BA4
RUT 012,19,rut,2nd year physics,BA2
RUT 013,21,rut,3rd year physics,BA3
RUT 014,22,rut,1st year physics,BA1
RUT 015,21,rut,4th year physics,BA4
RUT 016,26,rut,4th year physics,BA4
RUT 017,22,rut,1st year physics,BA1
RUT 018,22,rut,4th year physics,BA4
RUT 019,22,rut,4th year physics,BA4
RUT 020,21,rut,3rd year physics,BA3
RUT 021,20,rut,3rd year physics,BA3
RUT 022,22,rut,4th year physics,BA4
RUT 023,22,rut,4th year physics,BA4
RUT 024,21,rut,4th year physics,BA4
RUT 025,19,rut,2nd year physics,BA2
RUT 026,22,rut,4th year physics,BA4
RUT 027,23,rut,5th year physics,BA5
RUT 028,22,rut,1st year physics,BA1
RUT 029,22,rut,1st year physics,BA1
RUT 030,22,rut,1st year physics,BA1
RUT 031,22,rut,1st year physics,BA1
RUT 032,21,rut,3rd year physics,BA3
RUT 033,20,rut,3rd year physics,BA3
RUT 034,20,rut,3rd year physics,BA3
RUT 035,20,rut,3rd year physics,BA3
RUT 036,22,rut,3rd year physics,BA3
RUT 037,19,rut,2nd year physics,BA2
RUT 038,20,rut,2nd year physics,BA2
RUT 039,19,rut,2nd year physics,BA2
RUT 040,22,rut,1st year physics,BA1
RUT 041,22,rut,4th year physics,BA4
RUT 042,21,rut,4th year physics,BA4
RUT 043,22,rut,1st year physics,BA1
RUT 044,22,rut,3rd year physics,BA3
RUT 045,22,rut,3rd year physics,BA3
RUT 046,19,rut,2nd year physics,BA2
RUT 047,21,rut,3rd year physics,BA1
RUT 048,22,rut,1st year physics,BA1
RUT 049,21,rut,1st year physics,BA1
RUT 050,22,rut,3rd year physics,BA3
RUT 051,26,rut,3rd year physics,BA3
RUT 052,20,rut,3rd year physics,BA3
RUT 053,21,rut,4th year physics,BA4
RUT 054,22,rut,1st year physics,BA1
RUT 055,22,rut,1st year physics,BA1
RUT 056,22,rut,1st year physics,BA1
RUT 057,22,rut,1st year physics,BA1
RUT 058,20,rut,3rd year physics,BA3
RUT 059,20,rut,3rd year physics,BA3
RUT 060,20,rut,3rd year physics,BA1
RUT 061,20,rut,2nd year physics,BA2
RUT 062,20,rut,3rd year physics,BA3
RUT 063,21,rut,3rd year physics,BA3
RUT 064,22,rut,4th year physics,BA4
RUT 065,21,rut,1st year physics,BA1
RUT 066,19,rut,2nd year physics,BA2
RUT 067,22,rut,1st year physics,BA1
RUT 068,21,rut,3rd year physics,BA3
RUT 069,22,rut,3rd year physics,BA3
RUT 070,22,rut,4th year physics,BA4
RUT 071,22,rut,3rd year physics,BA3
RUT 072,21,rut,4th year physics,BA4
RUT 073,22,rut,4th year physics,BA4
RUT 074,22,rut,4th year physics,BA4
RUT 075,20,rut,2nd year physics,BA1
RUT 076,20,rut,4th year physics,BA4
RUT 077,22,rut,4th year physics,BA4
RUT 078,19,rut,2nd year physics,BA2
RUT 079,21,rut,1st year physics,BA1
RUT 080,19,rut,2nd year physics,BA2
RUT 081,20,rut,1st year physics,BA1
RUT 082,21,rut,3rd year physics,BA3
RUT 083,20,rut,3rd year physics,BA3
RUT 084,21,rut,1st year physics,BA1
RUT 085,20,rut,3rd year physics,BA3
RUT 086,22,rut,1st year physics,BA1
RUT 087,40,rut,4th year physics,BA4
RUT 088,20,rut,3rd year physics,BA3
RUT 089,22,rut,1st year physics,BA1
RUT 090,20,rut,1st year physics,BA1
RUT 091,21,rut,3rd year physics,BA3
RUT 092,21,rut,3rd year physics,BA3
RUT 093,20,rut,3rd year physics,BA3
RUT 094,20,rut,3rd year physics,BA3
RUT 095,22,rut,3rd year physics,BA3
RUT 096,22,rut,1st year physics,BA1
RUT 097,22,rut,1st year physics,BA1
RUT 098,22,rut,1st year physics,BA1
RUT 099,20,rut,3rd year physics,BA3
RUT 100,21,rut,4th year physics,BA4
RUT 101,20,rut,2nd year physics,BA2
RUT 102,21,rut,3rd year physics,BA3
RUT 103,20,rut,3rd year physics,BA3
RUT 104,22,rut,3rd year physics,BA3
RUT 105,22,rut,3rd year physics,BA3
RUT 106,22,rut,1st year physics,BA1
RUT 107,20,rut,2nd year physics,BA2
RUT 108,19,rut,2nd year physics,BA2
RUT 109,23,rut,4th year physics,BA4
RUT 110,22,rut,4th year physics,BA 4
RUT 111,21,rut,4th year physics,BA 4
RUT 112,22,rut,3rd year physics,BA 3
RUT 113,22,rut,1st year physics,BA 1
RUT 114,19,rut,2nd year physics,BA 2
RUT 115,20,rut,3rd year physics,BA 3
RUT 116,21,rut,3rd year physics,BA 3
RUT 117,21,rut,3rd year physics,BA 3
RUT 118,21,rut,3rd year physics,BA 3
RUT 119,22,rut,3rd year physics,BA 3
RUT 120,22,rut,3rd year physics,BA 3
RUT 121,22,rut,3rd year physics,BA 3
RUT 122,40,rut,4th year physics,BA 4
RUT 123,21,rut,3rd year physics,BA 3
RUT 124,23,rut,1st year physics,BA 1
RUT 125,20,rut,2nd year physics,BA 2
RUT 126,22,rut,1st year physics,BA 1
RUT 127,22,rut,1st year physics,BA 1
RUT 128,20,rut,3rd year physics,BA 3
RUT 129,20,rut,2nd year physics,BA 2
RUT 130,22,rut,4th year physics,BA 4
RUT 131,21,rut,1st year physics,BA 1
RUT 132,21,rut,1st year physics,BA 1
RUT 133,21,rut,4th year physics,BA 4
RUT 134,20,rut,3rd year physics,BA 3
RUT 135,20,rut,3rd year physics,BA 3
RUT 136,21,rut,3rd year physics,BA 3
RUT 137,20,rut,3rd year physics,BA  3
RUT 138,23,rut,3rd year physics,BA 3
RUT 139,20,rut,3rd year physics,BA 3
RUT 140,22,rut,3rd year physics,BA 3
RUT 141,21,rut,3rd year physics,BA 3
RUT 142,22,rut,4th year physics,BA 4
RUT 143,21,rut,3rd year physics,BA 3
RUT 144,21,rut,3rd year physics,BA 3
RUT 145,22,rut,3rd year physics,BA 3
RUT 146,22,rut,1st year physics,BA 1
RUT 147,22,rut,1st year physics,BA 1
RUT 148,22,rut,1st year physics,BA 1
RUT 149,22,rut,1st year physics,BA 1
RUT 150,22,rut,1st year physics,BA 1
RUT 151,22,rut,1st year physics,BA 1
RUT 152,21,rut,4th year physics,BA 4
RUT 153,19,rut,2nd year physics,BA 2
RUT 154,20,rut,3rd year physics,BA 3
RUT 155,22,rut,1st year physics,BA 1
RUT 156,19,rut,2nd year physics,BA 2
RUT 157,20,rut,4th year physics,BA 4
RUT 158,22,rut,1st year physics,BA 1
RUT 159,22,rut,4th year physics,BA 4
RUT 160,22,rut,4th year physics,BA 4
RUT 161,21,rut,3rd year physics,BA 3
RUT 162,21,rut,3rd year physics,BA 3
RUT 163,20,rut,3rd year physics,BA 3
RUT 164,22,rut,1st year physics,BA 1
RUT 165,22,rut,1st year physics,BA 1
RUT 166,22,rut,1st year physics,BA 1
RUT 167,22,rut,1st year physics,BA 1
RUT 168,22,rut,1st year physics,BA 1
RUT 169,22,rut,1st year physics,BA 1
RUT 170,22,rut,1st year physics,BA 1
RUT 171,20,rut,3rd year physics,BA 3
RUT 172,20,rut,3rd year physics,BA 3
RUT 173,22,rut,1st year physics,BA 1
RUT 174,22,rut,1st year physics,BA 1
RUT 175,21,rut,4th  year physics,BA 4
RUT 176,22,rut,1st year physics,BA 1
RUT 177,22,rut,1st year physics,BA 1
RUT 178,22,rut,1st year physics,BA 1
RUT 179,22,rut,1st year physics,BA 1
RUT 180,22,rut,1st year physics,BA 1
RUT 181,20,rut,2nd year physics,BA 2
RUT 182,22,rut,1st year physics,BA 1
RUT 183,21,rut,3rd year physics,BA 3
RUT 184,20,rut,3rd year physics,BA 3
RUT 185,22,rut,1st year physics,BA 1
RUT 186,20,rut,3rd year physics,BA 3
RUT 187,19,rut,2nd year physics,BA 2
RUT 188,20,rut,3rd year physics,BA 3
RUT 189,21,rut,1st year physics,BA 1
RUT 190,22,rut,1st year physics,BA 1
RUT 191,20,rut,3rd year physics,BA 3
RUT 192,21,rut,3rd year physics,BA 3
RUT 193,22,rut,1st year physics,BA 1
RUT 194,22,rut,1st year physics,BA 1
RUT 195,20,rut,3rd year physics,BA 3
RUT 196,22,rut,3rd  year physics,BA 3
RUT 197,21,rut,3rd year physics,BA 3 
RUT 198,20,rut,3rd  year physics,BA 3
RUT 199,20,rut,1st year physics,BA 1
RUT 200,22,rut,1st year physics,BA 1
RUT 201,22,rut,1st year physics,BA 1
RUT 202,20,rut,3rd year physics,BA 3
RUT 203,22,rut,1st year physics,BA 1
RUT 204,20,rut,3rd year physics,BA 3
RUT 205,22,rut,1st year physics,BA 1
RUT 206,24,rut,4th year physics,BA 4
RUT 207,19,rut,1st year physics,BA 1
RUB 01,20,rub,2nd year undergraduate: BA major ,BA2
RUB 02,20,rub,2nd year undergraduate: BA major ,BA2
RUB 03,21,rub,2nd year undergraduate: BA major ,BA2
RUB 04,19,rub,2nd year undergraduate: BA two or more majors with one being physics,BA2
RUB 05,24,rub,"2nd year undergraduate: BA not major, math  ",BA2
RUB 06,19,rub,2nd year undergraduate: BA major ,BA2
RUB 07,21,rub,2nd year undergraduate: BA major ,BA2
RUB 08,20,rub,2nd year undergraduate: BA two or more majors with one being physics,BA2
RUB 09,22,rub,2nd year undergraduate: BA major ,BA2
RUB 10,20,rub,2nd year undergraduate: BA major ,BA2
RUB 11,22,rub,2nd year undergraduate: BA major ,BA2
RUB 12,41,rub,2nd year undergraduate: BA two or more majors with one being physics,BA2
RUB 13,21,rub,2nd year undergraduate: BA two or more majors with one being physics,BA2
RUB 14,19,rub,2nd year undergraduate: BA major ,BA2
RUB 15,28,rub,2nd year undergraduate: BA two or more majors with one being physics,BA2
RUB 16,19,rub,2nd year undergraduate: BA major ,BA2
RUB 17,22,rub,"2nd year undergraduate: BA not major, math  ",BA2
RUB 18,20,rub,2nd year undergraduate: BA major ,BA2
RUB 19,21,rub,2nd year undergraduate: BA major ,BA2
RUB 20,20,rub,2nd year undergraduate: BA major ,BA2
RUB 21,18,rub,2nd year undergraduate: BA major ,BA2
RUB 22,20,rub,2nd year undergraduate: BA major ,BA2
RUB 23,18,rub,2nd year undergraduate: BA major ,BA2
RUB 24,22,rub,2nd year undergraduate: BA major ,BA2
RUB 25,21,rub,2nd year undergraduate: BA major ,BA2
RUB 26,21,rub,2nd year undergraduate: BA major ,BA2
RUB 27,21,rub,2nd year undergraduate: BA major ,BA2
RUB 28,19,rub,2nd year undergraduate: BA major ,BA2
